,index,x0,x1,sigma,c,t,w,iata,latitude,longitude,country,state,region,hub
62,62,0.5748241101494466,-1.7759136601455863,0.09513709400966056,0.40054543273799814,230.83912658010712,2.8039237834366233,ABI,32.40944444,-99.67972222,US,TX,centre,no
63,63,0.5228791757410223,-1.7840571111006083,0.09513709400966056,0.40054543273799814,230.83912658010712,7.404376845318172,ELP,31.80666667,-106.37722222,US,TX,centre,no
64,64,0.7716434666926772,-1.9994701122550638,0.09513709400966056,0.40054543273799814,230.83912658010712,5.850753186811704,ENV,40.71861111,-114.03388889,US,UT,west,no
65,65,0.5145533091825863,-1.5736377387450482,0.09513709400966056,0.40054543273799814,230.83912658010712,2.1294534828169724,GGG,32.38666667,-94.71527778,US,TX,centre,no
66,66,0.7069941532890363,-1.954546882030769,0.09513709400966056,0.40054543273799814,230.83912658010712,8.486911733551386,IFP,35.16444444,-114.56527778,US,AZ,west,no
67,67,0.5033735412755852,-1.765878725882758,0.09513709400966056,0.40054543273799814,230.83912658010712,2.533873810212879,SJT,31.35972222,-100.49444444,US,TX,centre,no
68,68,0.6908561037655204,-1.9529426574807554,0.09513709400966056,0.40054543273799814,230.83912658010712,8.623775936122072,SLC,40.78416667,-111.96694444,US,UT,west,no
69,69,0.6312957529993539,-2.084886377538578,0.09513709400966056,0.40054543273799814,230.83912658010712,3.133996739977364,SMO,34.01611111,-118.45083333,US,CA,west,no
70,70,0.5787467117912048,-1.881471115711868,0.09513709400966056,0.40054543273799814,230.83912658010712,7.635938628814174,ABQ,35.04166667,-106.60638889,US,NM,west,no
71,71,0.6690732281788607,-1.4899308339728317,0.09513709400966056,0.40054543273799814,230.83912658010712,8.055180009684028,ALB,42.74583333,-73.80527778,US,NY,east,no
72,72,0.5247866696130783,-1.871771110913816,0.09513709400966056,0.40054543273799814,230.83912658010712,1.2303500127654436,ALM,32.83972222,-105.99,US,NM,west,no
73,73,0.6412137048805817,-1.8292476840723775,0.09513709400966056,0.40054543273799814,230.83912658010712,5.8492511001576535,AMA,35.22722222,-101.72194444,US,TX,centre,no
74,74,0.6008792196796299,-1.6482376345287537,0.09513709400966056,0.40054543273799814,230.83912658010712,8.957833637202059,AUS,30.19444444,-97.67,US,TX,centre,no
75,75,0.7426248812428601,-1.3157723412403486,0.09513709400966056,0.40054543273799814,230.83912658010712,7.994622848850091,BDL,41.93861111,-72.68333333,US,CT,east,no
76,76,0.6014725150506006,-2.154229068305249,0.09513709400966056,0.40054543273799814,230.83912658010712,4.069478071979527,BFL,35.43,-119.05222222,US,CA,west,no
77,77,0.6821958675459758,-1.8358865443817967,0.09513709400966056,0.40054543273799814,230.83912658010712,5.439997967864638,BIL,45.80694444,-108.54277778,US,MT,west,no
78,78,0.7966427779394886,-2.040569675870035,0.09513709400966056,0.40054543273799814,230.83912658010712,7.156331527392852,BOI,43.56527778,-116.225,US,ID,west,no
79,79,0.690610792242378,-1.3684577839333847,0.09513709400966056,0.40054543273799814,230.83912658010712,8.379934432206161,BOS,42.36361111,-71.00611111,US,MA,east,yes
80,80,0.5307556263901868,-1.6891891313334637,0.09513709400966056,0.40054543273799814,230.83912658010712,1.924137726517525,BPT,29.95083333,-94.02,US,TX,centre,no
81,81,0.7443965868742098,-1.4490018818793815,0.09513709400966056,0.40054543273799814,230.83912658010712,8.200229906035624,BUF,42.94111111,-78.73638889,US,NY,east,no
82,82,0.6609503682634549,-1.9521888338798692,0.09513709400966056,0.40054543273799814,230.83912658010712,9.628197046805859,BUR,34.2,-118.35777778,US,CA,west,yes
83,83,0.679605035930975,-1.4139922242583425,0.09513709400966056,0.40054543273799814,230.83912658010712,8.686556515803764,BWI,39.175,-76.67,US,MD,east,no
84,84,0.656432244876667,-1.3377270651762239,0.09513709400966056,0.40054543273799814,230.83912658010712,8.847832373621383,CMH,39.99111111,-82.87833333,US,OH,east,no
85,85,0.6309790830414715,-1.7586369120753322,0.09513709400966056,0.40054543273799814,230.83912658010712,1.3832536968424403,CNM,32.33722222,-104.26277778,US,NM,west,no
86,86,0.6133964914946428,-1.5939953819782986,0.09513709400966056,0.40054543273799814,230.83912658010712,7.36247189263362,COS,38.80888889,-104.70916667,US,CO,west,no
87,87,0.5633423200821982,-1.6625860761525622,0.09513709400966056,0.40054543273799814,230.83912658010712,4.8544334436325745,CRP,27.77,-97.50083333,US,TX,centre,no
88,88,0.7229835305940042,-1.492983137744277,0.09513709400966056,0.40054543273799814,230.83912658010712,8.203036959955524,CVG,39.04777778,-84.66861111,US,KY,centre,no
89,89,0.6454452707217377,-1.8110422845748924,0.09513709400966056,0.40054543273799814,230.83912658010712,0.7703595380634131,CVN,34.42722222,-103.07888889,US,NM,west,no
90,90,0.609677389634022,-1.6007951788218104,0.09513709400966056,0.40054543273799814,230.83912658010712,7.101687562154106,DAL,32.84694444,-96.85333333,US,TX,centre,no
91,91,0.6667797414208703,-1.4683813987161116,0.09513709400966056,0.40054543273799814,230.83912658010712,8.42178564689964,DCA,38.85166667,-77.03694444,US,VA,east,yes
92,92,0.6941950136295522,-1.8304964713160568,0.09513709400966056,0.40054543273799814,230.83912658010712,10.501421107297631,DEN,39.77444444,-104.87972222,US,CO,west,no
93,93,0.6038240289227619,-1.5469872629296813,0.09513709400966056,0.40054543273799814,230.83912658010712,5.8421598170755376,ECP,30.35777778,-85.79888889,US,FL,east,no
94,94,0.8302344665954068,-2.095950561250899,0.09513709400966056,0.40054543273799814,230.83912658010712,4.421884372200363,EUG,44.12083333,-123.2175,US,OR,west,no
95,95,0.7079895065088609,-1.356974182497155,0.09513709400966056,0.40054543273799814,230.83912658010712,8.515534673854766,EWR,40.69583333,-74.17166667,US,NJ,east,yes
96,96,0.6692095713817072,-2.097989672644652,0.09513709400966056,0.40054543273799814,230.83912658010712,5.701851123944284,FAT,36.77666667,-119.71722222,US,CA,west,no
97,97,0.7976675217343764,-2.059180897874193,0.09513709400966056,0.40054543273799814,230.83912658010712,7.03216682457457,GEG,47.62,-117.53277778,US,WA,west,no
98,98,0.6824534166557658,-1.77091025924169,0.09513709400966056,0.40054543273799814,230.83912658010712,4.054459484753574,GJT,39.11861111,-108.51388889,US,CO,west,no
99,99,0.6552292051691327,-1.7462775520713611,0.09513709400966056,0.40054543273799814,230.83912658010712,4.875477177360259,GRK,31.06472222,-97.8275,US,TX,centre,no
100,100,0.8240107659781795,-2.0382180976803865,0.09513709400966056,0.40054543273799814,230.83912658010712,3.9363821079554078,GTF,47.48555556,-111.36694444,US,MT,west,no
101,101,0.6558299349708047,-1.7109634887577292,0.09513709400966056,0.40054543273799814,230.83912658010712,1.2905454348609675,HOB,32.68861111,-103.21694444,US,NM,west,no
102,102,0.5911613964203404,-1.5732401356919026,0.09513709400966056,0.40054543273799814,230.83912658010712,7.387015773327596,HOU,29.645,-95.27861111,US,TX,centre,no
103,103,0.4478190778090282,-1.6796892111923762,0.09513709400966056,0.40054543273799814,230.83912658010712,5.737147430126336,HRL,26.22805556,-97.65222222,US,TX,centre,no
104,104,0.5735019098643853,-1.5638060429995777,0.09513709400966056,0.40054543273799814,230.83912658010712,9.233679371797079,IAH,29.98333333,-95.34,US,TX,centre,no
105,105,0.7440888231442674,-1.947687621340264,0.09513709400966056,0.40054543273799814,230.83912658010712,3.7346447769022415,IDA,43.51611111,-112.06472222,US,ID,west,no
106,106,0.6240666329362744,-1.265262644614329,0.09513709400966056,0.40054543273799814,230.83912658010712,5.9694097012453,ISP,40.79666667,-73.10083333,US,NY,east,no
107,107,0.7033237055624071,-2.0140546015638856,0.09513709400966056,0.40054543273799814,230.83912658010712,1.6889911024698245,IYK,35.65666667,-117.82916667,US,CA,west,no
108,108,0.7284838436798979,-1.931668165343658,0.09513709400966056,0.40054543273799814,230.83912658010712,3.5281382639775303,LAR,41.31361111,-105.67305556,US,WY,west,no
109,109,0.6772226373084976,-1.9167927194923884,0.09513709400966056,0.40054543273799814,230.83912658010712,9.197801113382457,LAS,36.08,-115.15222222,US,NV,west,no
110,110,0.6529253267509115,-2.0411649269456253,0.09513709400966056,0.40054543273799814,230.83912658010712,8.952229367057368,LAX,33.9425,-118.40805556,US,CA,west,yes
111,111,0.575546503946383,-1.6905123167233933,0.09513709400966056,0.40054543273799814,230.83912658010712,6.029032695072111,LBB,33.66222222,-101.82277778,US,TX,centre,no
112,112,0.5483597287631761,-2.065115255374737,0.09513709400966056,0.40054543273799814,230.83912658010712,5.604922660606024,LGB,33.8175,-118.15111111,US,CA,west,no
113,113,0.5740152631569451,-1.8723952840372382,0.09513709400966056,0.40054543273799814,230.83912658010712,5.539614376205125,MAF,31.94083333,-102.20138889,US,TX,centre,no
114,114,0.5105311907014509,-1.6978970129341784,0.09513709400966056,0.40054543273799814,230.83912658010712,4.567653540763371,MFE,26.17694444,-98.23972222,US,TX,centre,no
115,115,0.6783512273784599,-1.3994828752862285,0.09513709400966056,0.40054543273799814,230.83912658010712,7.132892954879455,MHT,42.93833333,-71.43888889,US,NH,east,no
116,116,0.8571620914992434,-1.782284929984702,0.09513709400966056,0.40054543273799814,230.83912658010712,4.041996164686221,MOT,48.25944444,-101.28083333,US,ND,centre,no
117,117,0.6726726577306854,-2.0887796918809265,0.09513709400966056,0.40054543273799814,230.83912658010712,3.947887212414853,MRY,36.58805556,-121.84805556,US,CA,west,no
118,118,0.7094711997648098,-1.572915569213587,0.09513709400966056,0.40054543273799814,230.83912658010712,10.000911682081865,MSP,44.88611111,-93.21777778,US,MN,centre,yes
119,119,0.6696118129386739,-1.488388661755508,0.09513709400966056,0.40054543273799814,230.83912658010712,8.34968943335606,MSY,29.99111111,-90.25138889,US,LA,centre,no
120,120,0.6526986271091687,-2.1042179790603304,0.09513709400966056,0.40054543273799814,230.83912658010712,7.424787326780405,OAK,37.72138889,-122.22083333,US,CA,west,no
121,121,0.6298231157080978,-1.5930790707709814,0.09513709400966056,0.40054543273799814,230.83912658010712,9.421272826575182,OKC,35.39222222,-97.60166667,US,OK,centre,no
122,122,0.6470642030348434,-1.6127816258953378,0.09513709400966056,0.40054543273799814,230.83912658010712,8.60497344236205,OMA,41.30194444,-95.89333333,US,NE,centre,no
123,123,0.5445655012441865,-2.1092375352106862,0.09513709400966056,0.40054543273799814,230.83912658010712,7.2933877160851415,ONT,34.05611111,-117.60111111,US,CA,west,no
124,124,0.6744169911012171,-1.364918305836484,0.09513709400966056,0.40054543273799814,230.83912658010712,7.807534908011619,ORF,36.89583333,-76.20138889,US,VA,east,no
125,125,0.4789138781815001,-1.430754091602582,0.09513709400966056,0.40054543273799814,230.83912658010712,6.822528243429665,PBI,26.68222222,-80.09416667,US,FL,east,no
126,126,0.8033046708663497,-2.062030208579253,0.09513709400966056,0.40054543273799814,230.83912658010712,7.850260433604429,PDX,45.58916667,-122.595,US,OR,west,no
127,127,0.6248757010287403,-2.0342682510983754,0.09513709400966056,0.40054543273799814,230.83912658010712,8.63035627136951,PHX,33.43611111,-112.00944444,US,AZ,west,no
128,128,0.7620189566012847,-2.1110427057771637,0.09513709400966056,0.40054543273799814,230.83912658010712,4.887296804188002,PSC,46.26388889,-119.11472222,US,WA,west,no
129,129,0.6468205264959445,-2.019675122184766,0.09513709400966056,0.40054543273799814,230.83912658010712,6.085962580267613,PSP,33.82666667,-116.505,US,CA,west,no
130,130,0.6779053608081854,-1.4016379818706943,0.09513709400966056,0.40054543273799814,230.83912658010712,7.626226229742385,PVD,41.72833333,-71.42611111,US,RI,east,no
131,131,0.6571312275869431,-1.4295363811526483,0.09513709400966056,0.40054543273799814,230.83912658010712,8.620825497255959,RDU,35.87527778,-78.78194444,US,NC,east,no
132,132,0.6732639929967662,-2.034203019632747,0.09513709400966056,0.40054543273799814,230.83912658010712,7.7643759110326895,RNO,39.49777778,-119.7675,US,NV,west,no
133,133,0.5108308868637871,-2.119698559151999,0.09513709400966056,0.40054543273799814,230.83912658010712,7.540096644091539,SAN,32.73277778,-117.18722222,US,CA,west,no
134,134,0.6302429380971531,-1.6648027998671804,0.09513709400966056,0.40054543273799814,230.83912658010712,8.522172830626085,SAT,29.53333333,-98.46944444,US,TX,centre,no
135,135,0.6693980561788532,-2.0057432928862475,0.09513709400966056,0.40054543273799814,230.83912658010712,5.123269260540243,SBA,34.42777778,-119.83944444,US,CA,west,no
136,136,0.6726362174777367,-2.073192672493073,0.09513709400966056,0.40054543273799814,230.83912658010712,2.851573399721793,SBP,35.23666667,-120.63916667,US,CA,west,no
137,137,0.6197880324758792,-1.4562094300133888,0.09513709400966056,0.40054543273799814,230.83912658010712,8.930162543477026,SDF,38.17972222,-85.73861111,US,KY,centre,no
138,138,0.6835789058105874,-2.090224694841359,0.09513709400966056,0.40054543273799814,230.83912658010712,8.158366876993645,SEA,47.44722222,-122.30555556,US,WA,west,no
139,139,0.6739242416329595,-2.0770105249429283,0.09513709400966056,0.40054543273799814,230.83912658010712,8.257461361077457,SFO,37.61888889,-122.375,US,CA,west,no
140,140,0.655291997107751,-2.052468592938074,0.09513709400966056,0.40054543273799814,230.83912658010712,7.6347179271575865,SJC,37.36277778,-121.94055556,US,CA,west,no
141,141,0.6021658446412871,-2.159066414032972,0.09513709400966056,0.40054543273799814,230.83912658010712,7.265898400301634,SMF,38.69555556,-121.58972222,US,CA,west,no
142,142,0.6013912468071596,-2.016919131930064,0.09513709400966056,0.40054543273799814,230.83912658010712,7.308259031639649,SNA,33.67555556,-117.86694444,US,CA,west,no
143,143,0.49068040764702514,-1.9169698304308702,0.09513709400966056,0.40054543273799814,230.83912658010712,0.6191482142360878,SVC,32.63194444,-108.15388889,US,NM,west,no
144,144,0.5652240218274238,-1.484429755249507,0.09513709400966056,0.40054543273799814,230.83912658010712,6.746356265974449,TLH,30.39972222,-84.35194444,US,FL,east,no
145,145,0.6452045545275754,-1.4334334804793516,0.09513709400966056,0.40054543273799814,230.83912658010712,7.738451227951282,TPA,27.97305556,-82.53527778,US,FL,east,no
146,146,0.5778378427319055,-1.8438378943886053,0.09513709400966056,0.40054543273799814,230.83912658010712,7.776320412394166,TUS,32.11611111,-110.94055556,US,AZ,west,no
147,147,0.8590335281737101,-1.7962305113406543,0.09513709400966056,0.40054543273799814,230.83912658010712,1.363396719390823,ABR,45.44972222,-98.42166667,US,SD,centre,no
148,148,0.8016724290973047,-1.689372237195643,0.09513709400966056,0.40054543273799814,230.83912658010712,1.3269964236096672,ATY,44.90888889,-97.15416667,US,SD,centre,no
149,149,0.5193444963954168,-1.5082191144410246,0.09513709400966056,0.40054543273799814,230.83912658010712,1.539801185172598,ABY,31.53222222,-84.19611111,US,GA,east,no
150,150,0.5682479007736073,-1.653361800844233,0.09513709400966056,0.40054543273799814,230.83912658010712,1.7893386557840198,GLH,33.48444444,-90.985,US,MS,centre,no
151,151,0.5877794629149871,-2.173259024862446,0.09513709400966056,0.40054543273799814,230.83912658010712,1.7973988939368568,SDM,32.57222222,-116.97944444,US,CA,west,no
152,152,0.6144592860557427,-1.326249668112613,0.09513709400966056,0.40054543273799814,230.83912658010712,3.594071325597305,ACK,41.25666667,-70.05972222,US,MA,east,no
153,153,0.770835780269583,-1.2651448946523103,0.09513709400966056,0.40054543273799814,230.83912658010712,0.985547449498401,BDR,41.16416667,-73.12444444,US,CT,east,no
154,154,0.7602446584104458,-1.2259838496624913,0.09513709400966056,0.40054543273799814,230.83912658010712,0.8245828421923226,CT1,41.69027778,-72.86472222,US,CT,east,no
155,155,0.6135773047616595,-1.2832721377012366,0.09513709400966056,0.40054543273799814,230.83912658010712,1.3505231587516864,EWB,41.67694444,-70.95916667,US,MA,east,no
156,156,0.7383795739467154,-1.292004327206984,0.09513709400966056,0.40054543273799814,230.83912658010712,3.8849250930065486,FRG,40.72944444,-73.415,US,NY,east,no
157,157,0.8029273695854725,-1.310084905752574,0.09513709400966056,0.40054543273799814,230.83912658010712,1.3895497864777253,HFD,41.73333333,-72.65,US,CT,east,no
158,158,0.7197408782703932,-1.2709959600851641,0.09513709400966056,0.40054543273799814,230.83912658010712,2.885795752386728,HTO,40.95944444,-72.25166667,US,NY,east,no
159,159,0.7000087933643336,-1.2947196117962292,0.09513709400966056,0.40054543273799814,230.83912658010712,2.3087514076297633,HVN,41.26527778,-72.88833333,US,CT,east,no
160,160,0.737396955857717,-1.2664380567762503,0.09513709400966056,0.40054543273799814,230.83912658010712,2.4087751545590366,HYA,41.66583333,-70.28055556,US,MA,east,no
161,161,0.666137859327249,-1.4018332663489497,0.09513709400966056,0.40054543273799814,230.83912658010712,2.669399659694318,MMU,40.79916667,-74.41583333,US,NJ,east,no
162,162,0.827472255905143,-1.2205561951156092,0.09513709400966056,0.40054543273799814,230.83912658010712,2.8171069939956297,MVY,41.39277778,-70.61666667,US,MA,east,no
163,163,0.6881354584548207,-1.2404746683710917,0.09513709400966056,0.40054543273799814,230.83912658010712,1.3313106432357809,OWD,42.19194444,-71.17722222,US,MA,east,no
164,164,0.6285361883304367,-1.2935165331128753,0.09513709400966056,0.40054543273799814,230.83912658010712,3.280485205073955,OXC,41.47861111,-73.13527778,US,CT,east,no
165,165,0.7148188742191393,-1.3225156392628734,0.09513709400966056,0.40054543273799814,230.83912658010712,6.641626298573838,TEB,40.84972222,-74.06222222,US,NJ,east,no
166,166,0.7259320479736696,-1.2385681856861275,0.09513709400966056,0.40054543273799814,230.83912658010712,1.5702421956892925,ZXU,41.59722222,-71.41222222,US,RI,east,no
