,index,x0,iata,latitude,longitude,country,state,region,hub
342,342,0.6256824554252347,PLN,45.57083333,-84.79277778,US,MI,east,no
343,343,0.9991299652045204,LSE,43.87722222,-91.25638889,US,WI,centre,no
344,344,0.004845396721056396,AZ3,33.52722222,-112.29527778,US,AZ,west,no
345,345,0.9508803983314592,BIS,46.77888889,-100.7525,US,ND,centre,no
346,346,0.0008585383585547631,CSM,35.33972222,-99.20027778,US,OK,centre,no
347,347,0.9988713316764982,FNL,40.44888889,-105.01027778,US,CO,west,no
348,348,0.6273878735785432,FTW,32.8175,-97.35861111,US,TX,centre,no
349,349,0.2349228765059047,GRI,40.96722222,-98.30666667,US,NE,centre,no
350,350,0.9977837467943812,MFR,42.37361111,-122.87222222,US,OR,west,no
351,351,0.7232193932293497,MSO,46.91555556,-114.0875,US,MT,west,no
352,352,0.9981308955942956,RDM,44.25444444,-121.15138889,US,OR,west,no
353,353,0.9962947124418736,RFD,42.19722222,-89.0925,US,IL,east,no
354,354,0.0048935485704251465,TWF,42.48194444,-114.48666667,US,ID,west,no
355,355,0.0019458060566413015,VCV,34.5975,-117.38305556,US,CA,west,no
356,356,0.0010510698095217525,BAD,32.50166667,-93.6625,US,LA,centre,no
357,357,0.9096809627812994,LSV,36.23388889,-115.03361111,US,NV,west,no
358,358,0.46212605094072956,BAF,42.16,-72.71638889,US,MA,east,no
359,359,0.9987227614218278,BBX,40.13666667,-75.2675,US,PA,east,no
360,360,0.9983393113150557,UOS,35.20527778,-85.89805556,US,TN,east,no
361,361,0.7524960311399697,BCE,37.70638889,-112.14472222,US,UT,west,no
362,362,0.255806020468173,BLD,35.9475,-114.86111111,US,NV,west,no
363,363,0.9974690687520642,PGA,36.92638889,-111.44722222,US,AZ,west,no
364,364,0.0046240117335376914,BCT,26.37083333,-80.10833333,US,FL,east,no
365,365,0.8090165032660936,BDY,43.0875,-124.40833333,US,OR,west,no
366,366,0.5650365723277084,EEN,42.90083333,-72.27083333,US,NH,east,no
367,367,0.2716624399315407,BFD,41.80222222,-78.63944444,US,PA,east,no
368,368,0.9988686692570028,DUJ,41.17833333,-78.89888889,US,PA,east,no
369,369,0.9990217292056707,FKL,41.37777778,-79.86027778,US,PA,east,no
370,370,0.934258466075789,JHW,42.15055556,-79.25805556,US,NY,east,no
371,371,0.5212853226396893,ISN,48.17611111,-103.63611111,US,ND,centre,no
372,372,0.1867172423152061,LBF,41.12833333,-100.69666667,US,NE,centre,no
373,373,0.17831520391888872,SDY,47.70694444,-104.19194444,US,MT,west,no
374,374,0.9211186120196423,CLM,48.11888889,-123.49361111,US,WA,west,no
375,375,0.002081483216009285,ESD,48.70833333,-122.9125,US,WA,west,no
376,376,0.03727966685929511,FRD,48.52638889,-123.02388889,US,WA,west,no
377,377,0.6895301075822474,LPS,48.48277778,-122.93555556,US,WA,west,no
378,378,0.9944694493537569,ONP,44.57944444,-124.05777778,US,OR,west,no
379,379,0.480624621643373,PWT,47.485,-122.76333333,US,WA,west,no
380,380,0.4111022065845006,RCE,48.61222222,-123.13861111,US,WA,west,no
381,381,0.4351711153231857,SQV,48.09777778,-123.18527778,US,WA,west,no
382,382,0.001227116799214248,VWE,47.86583333,-119.94277778,US,WA,west,no
