,index,x0,sigma,c,t,iata,latitude,longitude,country,state,region,hub
74,74,0.09382370413014778,0.1653231430346359,0.7908546711500419,214.0641639792899,AUS,30.19444444,-97.67,US,TX,centre,no
75,75,0.6348200840268532,0.1653231430346359,0.7908546711500419,214.0641639792899,BDL,41.93861111,-72.68333333,US,CT,east,no
76,76,0.6043809990968274,0.1653231430346359,0.7908546711500419,214.0641639792899,BFL,35.43,-119.05222222,US,CA,west,no
77,77,0.4058382123561227,0.1653231430346359,0.7908546711500419,214.0641639792899,BIL,45.80694444,-108.54277778,US,MT,west,no
78,78,0.17293712611887146,0.1653231430346359,0.7908546711500419,214.0641639792899,BOI,43.56527778,-116.225,US,ID,west,no
79,79,0.7916968422835784,0.1653231430346359,0.7908546711500419,214.0641639792899,BOS,42.36361111,-71.00611111,US,MA,east,yes
80,80,0.7463358014369986,0.1653231430346359,0.7908546711500419,214.0641639792899,BPT,29.95083333,-94.02,US,TX,centre,no
81,81,0.2185699415448083,0.1653231430346359,0.7908546711500419,214.0641639792899,BUF,42.94111111,-78.73638889,US,NY,east,no
82,82,0.09382211876365926,0.1653231430346359,0.7908546711500419,214.0641639792899,BUR,34.2,-118.35777778,US,CA,west,yes
83,83,0.27242926796543554,0.1653231430346359,0.7908546711500419,214.0641639792899,BWI,39.175,-76.67,US,MD,east,no
84,84,0.4780679104218195,0.1653231430346359,0.7908546711500419,214.0641639792899,CMH,39.99111111,-82.87833333,US,OH,east,no
85,85,0.29807556091745513,0.1653231430346359,0.7908546711500419,214.0641639792899,CNM,32.33722222,-104.26277778,US,NM,west,no
86,86,0.07494018795132816,0.1653231430346359,0.7908546711500419,214.0641639792899,COS,38.80888889,-104.70916667,US,CO,west,no
87,87,0.29207378032132275,0.1653231430346359,0.7908546711500419,214.0641639792899,CRP,27.77,-97.50083333,US,TX,centre,no
88,88,0.5844308398614624,0.1653231430346359,0.7908546711500419,214.0641639792899,CVG,39.04777778,-84.66861111,US,KY,centre,no
89,89,0.08911571895252327,0.1653231430346359,0.7908546711500419,214.0641639792899,CVN,34.42722222,-103.07888889,US,NM,west,no
90,90,0.5463014450534758,0.1653231430346359,0.7908546711500419,214.0641639792899,DAL,32.84694444,-96.85333333,US,TX,centre,no
91,91,0.38456396604025234,0.1653231430346359,0.7908546711500419,214.0641639792899,DCA,38.85166667,-77.03694444,US,VA,east,yes
92,92,0.3,0.1653231430346359,0.7908546711500419,214.0641639792899,DEN,39.77444444,-104.87972222,US,CO,west,no
93,93,0.39479953781928595,0.1653231430346359,0.7908546711500419,214.0641639792899,ECP,30.35777778,-85.79888889,US,FL,east,no
94,94,0.38574036443682114,0.1653231430346359,0.7908546711500419,214.0641639792899,EUG,44.12083333,-123.2175,US,OR,west,no
95,95,0.716289776286104,0.1653231430346359,0.7908546711500419,214.0641639792899,EWR,40.69583333,-74.17166667,US,NJ,east,yes
96,96,0.09756734153521801,0.1653231430346359,0.7908546711500419,214.0641639792899,FAT,36.77666667,-119.71722222,US,CA,west,no
97,97,0.3846895045162612,0.1653231430346359,0.7908546711500419,214.0641639792899,GEG,47.62,-117.53277778,US,WA,west,no
98,98,0.21346421611091165,0.1653231430346359,0.7908546711500419,214.0641639792899,GJT,39.11861111,-108.51388889,US,CO,west,no
99,99,0.7925935936821099,0.1653231430346359,0.7908546711500419,214.0641639792899,GRK,31.06472222,-97.8275,US,TX,centre,no
100,100,0.8783693512546403,0.1653231430346359,0.7908546711500419,214.0641639792899,GTF,47.48555556,-111.36694444,US,MT,west,no
101,101,0.6736199554054707,0.1653231430346359,0.7908546711500419,214.0641639792899,HOB,32.68861111,-103.21694444,US,NM,west,no
102,102,0.9010033723169912,0.1653231430346359,0.7908546711500419,214.0641639792899,HOU,29.645,-95.27861111,US,TX,centre,no
103,103,0.22313536602408876,0.1653231430346359,0.7908546711500419,214.0641639792899,HRL,26.22805556,-97.65222222,US,TX,centre,no
104,104,0.7463381878832569,0.1653231430346359,0.7908546711500419,214.0641639792899,IAH,29.98333333,-95.34,US,TX,centre,no
105,105,0.9043291112934425,0.1653231430346359,0.7908546711500419,214.0641639792899,IDA,43.51611111,-112.06472222,US,ID,west,no
106,106,0.6425041721673975,0.1653231430346359,0.7908546711500419,214.0641639792899,ISP,40.79666667,-73.10083333,US,NY,east,no
107,107,0.8397475977327944,0.1653231430346359,0.7908546711500419,214.0641639792899,IYK,35.65666667,-117.82916667,US,CA,west,no
108,108,0.6018193724917666,0.1653231430346359,0.7908546711500419,214.0641639792899,LAR,41.31361111,-105.67305556,US,WY,west,no
109,109,0.864691942575071,0.1653231430346359,0.7908546711500419,214.0641639792899,LAS,36.08,-115.15222222,US,NV,west,no
110,110,0.08989607952272702,0.1653231430346359,0.7908546711500419,214.0641639792899,LAX,33.9425,-118.40805556,US,CA,west,yes
111,111,0.6135017912992806,0.1653231430346359,0.7908546711500419,214.0641639792899,LBB,33.66222222,-101.82277778,US,TX,centre,no
112,112,0.8341301033733591,0.1653231430346359,0.7908546711500419,214.0641639792899,LGB,33.8175,-118.15111111,US,CA,west,no
113,113,0.8269073504908261,0.1653231430346359,0.7908546711500419,214.0641639792899,MAF,31.94083333,-102.20138889,US,TX,centre,no
114,114,0.6676392049300983,0.1653231430346359,0.7908546711500419,214.0641639792899,MFE,26.17694444,-98.23972222,US,TX,centre,no
115,115,0.3065960626277768,0.1653231430346359,0.7908546711500419,214.0641639792899,MHT,42.93833333,-71.43888889,US,NH,east,no
116,116,0.7449188622007823,0.1653231430346359,0.7908546711500419,214.0641639792899,MOT,48.25944444,-101.28083333,US,ND,centre,no
117,117,0.42261251969759817,0.1653231430346359,0.7908546711500419,214.0641639792899,MRY,36.58805556,-121.84805556,US,CA,west,no
118,118,0.7980549588390737,0.1653231430346359,0.7908546711500419,214.0641639792899,MSP,44.88611111,-93.21777778,US,MN,centre,yes
119,119,0.8834417983921493,0.1653231430346359,0.7908546711500419,214.0641639792899,MSY,29.99111111,-90.25138889,US,LA,centre,no
120,120,0.34114944702403094,0.1653231430346359,0.7908546711500419,214.0641639792899,OAK,37.72138889,-122.22083333,US,CA,west,no
121,121,0.5561195300196341,0.1653231430346359,0.7908546711500419,214.0641639792899,OKC,35.39222222,-97.60166667,US,OK,centre,no
122,122,0.7785341002347425,0.1653231430346359,0.7908546711500419,214.0641639792899,OMA,41.30194444,-95.89333333,US,NE,centre,no
123,123,0.4334958749731269,0.1653231430346359,0.7908546711500419,214.0641639792899,ONT,34.05611111,-117.60111111,US,CA,west,no
124,124,0.07875502829950089,0.1653231430346359,0.7908546711500419,214.0641639792899,ORF,36.89583333,-76.20138889,US,VA,east,no
125,125,0.9355882344189446,0.1653231430346359,0.7908546711500419,214.0641639792899,PBI,26.68222222,-80.09416667,US,FL,east,no
126,126,0.24206418411050523,0.1653231430346359,0.7908546711500419,214.0641639792899,PDX,45.58916667,-122.595,US,OR,west,no
127,127,0.5245971868153255,0.1653231430346359,0.7908546711500419,214.0641639792899,PHX,33.43611111,-112.00944444,US,AZ,west,no
128,128,0.3582392572712874,0.1653231430346359,0.7908546711500419,214.0641639792899,PSC,46.26388889,-119.11472222,US,WA,west,no
129,129,0.7290895835695949,0.1653231430346359,0.7908546711500419,214.0641639792899,PSP,33.82666667,-116.505,US,CA,west,no
130,130,0.21238931964878754,0.1653231430346359,0.7908546711500419,214.0641639792899,PVD,41.72833333,-71.42611111,US,RI,east,no
131,131,0.6873580613393242,0.1653231430346359,0.7908546711500419,214.0641639792899,RDU,35.87527778,-78.78194444,US,NC,east,no
132,132,0.09313883601308857,0.1653231430346359,0.7908546711500419,214.0641639792899,RNO,39.49777778,-119.7675,US,NV,west,no
133,133,0.18378377140462127,0.1653231430346359,0.7908546711500419,214.0641639792899,SAN,32.73277778,-117.18722222,US,CA,west,no
134,134,0.6559958970245527,0.1653231430346359,0.7908546711500419,214.0641639792899,SAT,29.53333333,-98.46944444,US,TX,centre,no
135,135,0.1832243468862383,0.1653231430346359,0.7908546711500419,214.0641639792899,SBA,34.42777778,-119.83944444,US,CA,west,no
136,136,0.07797631677065228,0.1653231430346359,0.7908546711500419,214.0641639792899,SBP,35.23666667,-120.63916667,US,CA,west,no
137,137,0.7905882114300731,0.1653231430346359,0.7908546711500419,214.0641639792899,SDF,38.17972222,-85.73861111,US,KY,centre,no
138,138,0.14781465340558803,0.1653231430346359,0.7908546711500419,214.0641639792899,SEA,47.44722222,-122.30555556,US,WA,west,no
139,139,0.9203992685207272,0.1653231430346359,0.7908546711500419,214.0641639792899,SFO,37.61888889,-122.375,US,CA,west,no
140,140,0.7440578169829692,0.1653231430346359,0.7908546711500419,214.0641639792899,SJC,37.36277778,-121.94055556,US,CA,west,no
141,141,0.8814887348368379,0.1653231430346359,0.7908546711500419,214.0641639792899,SMF,38.69555556,-121.58972222,US,CA,west,no
142,142,0.44313020708797013,0.1653231430346359,0.7908546711500419,214.0641639792899,SNA,33.67555556,-117.86694444,US,CA,west,no
143,143,0.6340850504232606,0.1653231430346359,0.7908546711500419,214.0641639792899,SVC,32.63194444,-108.15388889,US,NM,west,no
144,144,0.7181143113329229,0.1653231430346359,0.7908546711500419,214.0641639792899,TLH,30.39972222,-84.35194444,US,FL,east,no
145,145,0.10366860573326978,0.1653231430346359,0.7908546711500419,214.0641639792899,TPA,27.97305556,-82.53527778,US,FL,east,no
146,146,0.057673464969013336,0.1653231430346359,0.7908546711500419,214.0641639792899,TUS,32.11611111,-110.94055556,US,AZ,west,no
147,147,0.26746979505540414,0.1653231430346359,0.7908546711500419,214.0641639792899,ABR,45.44972222,-98.42166667,US,SD,centre,no
148,148,0.2401167524429151,0.1653231430346359,0.7908546711500419,214.0641639792899,ATY,44.90888889,-97.15416667,US,SD,centre,no
149,149,0.3284666147114803,0.1653231430346359,0.7908546711500419,214.0641639792899,ABY,31.53222222,-84.19611111,US,GA,east,no
150,150,0.9521787123736292,0.1653231430346359,0.7908546711500419,214.0641639792899,GLH,33.48444444,-90.985,US,MS,centre,no
151,151,0.41901346073428225,0.1653231430346359,0.7908546711500419,214.0641639792899,SDM,32.57222222,-116.97944444,US,CA,west,no
152,152,0.6940834514971896,0.1653231430346359,0.7908546711500419,214.0641639792899,ACK,41.25666667,-70.05972222,US,MA,east,no
153,153,0.672384518941709,0.1653231430346359,0.7908546711500419,214.0641639792899,BDR,41.16416667,-73.12444444,US,CT,east,no
154,154,0.2179381673408331,0.1653231430346359,0.7908546711500419,214.0641639792899,CT1,41.69027778,-72.86472222,US,CT,east,no
155,155,0.4016088230800929,0.1653231430346359,0.7908546711500419,214.0641639792899,EWB,41.67694444,-70.95916667,US,MA,east,no
156,156,0.8070238165086088,0.1653231430346359,0.7908546711500419,214.0641639792899,FRG,40.72944444,-73.415,US,NY,east,no
157,157,0.4249433824379134,0.1653231430346359,0.7908546711500419,214.0641639792899,HFD,41.73333333,-72.65,US,CT,east,no
158,158,0.38373100212112476,0.1653231430346359,0.7908546711500419,214.0641639792899,HTO,40.95944444,-72.25166667,US,NY,east,no
159,159,0.05786153011095691,0.1653231430346359,0.7908546711500419,214.0641639792899,HVN,41.26527778,-72.88833333,US,CT,east,no
160,160,0.18924270705940574,0.1653231430346359,0.7908546711500419,214.0641639792899,HYA,41.66583333,-70.28055556,US,MA,east,no
161,161,0.540044725931891,0.1653231430346359,0.7908546711500419,214.0641639792899,MMU,40.79916667,-74.41583333,US,NJ,east,no
162,162,0.07165000136244615,0.1653231430346359,0.7908546711500419,214.0641639792899,MVY,41.39277778,-70.61666667,US,MA,east,no
163,163,0.8332105121988918,0.1653231430346359,0.7908546711500419,214.0641639792899,OWD,42.19194444,-71.17722222,US,MA,east,no
164,164,0.08382180531635969,0.1653231430346359,0.7908546711500419,214.0641639792899,OXC,41.47861111,-73.13527778,US,CT,east,no
165,165,0.8184498641110239,0.1653231430346359,0.7908546711500419,214.0641639792899,TEB,40.84972222,-74.06222222,US,NJ,east,no
166,166,0.7642440377423518,0.1653231430346359,0.7908546711500419,214.0641639792899,ZXU,41.59722222,-71.41222222,US,RI,east,no
167,167,0.45147117786726465,0.1653231430346359,0.7908546711500419,214.0641639792899,ACT,31.61138889,-97.22861111,US,TX,centre,no
168,168,0.7850751623200105,0.1653231430346359,0.7908546711500419,214.0641639792899,COU,38.81361111,-92.21916667,US,MO,centre,no
169,169,0.07186874287829245,0.1653231430346359,0.7908546711500419,214.0641639792899,FOE,38.9525,-95.6625,US,KS,centre,no
170,170,0.2864418698024326,0.1653231430346359,0.7908546711500419,214.0641639792899,LAN,42.77916667,-84.58833333,US,MI,east,no
171,171,0.8812133247871687,0.1653231430346359,0.7908546711500419,214.0641639792899,MHK,39.14222222,-96.66888889,US,KS,centre,no
172,172,0.4968084255762019,0.1653231430346359,0.7908546711500419,214.0641639792899,SWO,36.15888889,-97.08555556,US,OK,centre,no
173,173,0.8795075392624147,0.1653231430346359,0.7908546711500419,214.0641639792899,TUP,34.25888889,-88.76722222,US,MS,centre,no
174,174,0.32165685232235885,0.1653231430346359,0.7908546711500419,214.0641639792899,TYS,35.81222222,-83.9925,US,TN,east,no
175,175,0.14300852709865583,0.1653231430346359,0.7908546711500419,214.0641639792899,ACV,40.97916667,-124.1075,US,CA,west,no
176,176,0.7860388745619379,0.1653231430346359,0.7908546711500419,214.0641639792899,BLI,48.79444444,-122.53472222,US,WA,west,no
177,177,0.8616365021373398,0.1653231430346359,0.7908546711500419,214.0641639792899,CEC,41.78,-124.23583333,US,CA,west,no
178,178,0.07765587522108539,0.1653231430346359,0.7908546711500419,214.0641639792899,RDD,40.50833333,-122.29222222,US,CA,west,no
179,179,0.9155809629104424,0.1653231430346359,0.7908546711500419,214.0641639792899,ACY,39.45611111,-74.57805556,US,NJ,east,no
180,180,0.9693356423191223,0.1653231430346359,0.7908546711500419,214.0641639792899,AGS,33.36916667,-81.96444444,US,GA,east,no
181,181,0.7191220803381289,0.1653231430346359,0.7908546711500419,214.0641639792899,CAE,33.93638889,-81.11583333,US,SC,east,no
182,182,0.6643706637443257,0.1653231430346359,0.7908546711500419,214.0641639792899,CAK,40.91388889,-81.44166667,US,OH,east,no
183,183,0.1734147538368685,0.1653231430346359,0.7908546711500419,214.0641639792899,CEF,42.19777778,-72.53055556,US,MA,east,no
184,184,0.6310514400762014,0.1653231430346359,0.7908546711500419,214.0641639792899,CRW,38.37277778,-81.59305556,US,WV,east,no
185,185,0.392831208152505,0.1653231430346359,0.7908546711500419,214.0641639792899,CWA,44.78222222,-89.65916667,US,WI,centre,no
186,186,0.8306200690283561,0.1653231430346359,0.7908546711500419,214.0641639792899,DAB,29.1825,-81.05277778,US,FL,east,no
187,187,0.9144710917352283,0.1653231430346359,0.7908546711500419,214.0641639792899,FAY,34.99138889,-78.88027778,US,NC,east,no
188,188,0.19677759580669907,0.1653231430346359,0.7908546711500419,214.0641639792899,FWA,40.97833333,-85.18805556,US,IN,east,no
189,189,0.2956936381470019,0.1653231430346359,0.7908546711500419,214.0641639792899,GRR,42.88111111,-85.52416667,US,MI,east,no
190,190,0.8051145515550652,0.1653231430346359,0.7908546711500419,214.0641639792899,GSO,36.09194444,-79.94277778,US,NC,east,no
191,191,0.15244315996663055,0.1653231430346359,0.7908546711500419,214.0641639792899,GYY,41.61805556,-87.41555556,US,IN,east,no
192,192,0.11354827355459658,0.1653231430346359,0.7908546711500419,214.0641639792899,ISO,35.32666667,-77.61666667,US,NC,east,no
193,193,0.3193669267601187,0.1653231430346359,0.7908546711500419,214.0641639792899,JST,40.31666667,-78.83444444,US,PA,east,no
194,194,0.7967430642191567,0.1653231430346359,0.7908546711500419,214.0641639792899,LNK,40.85083333,-96.75888889,US,NE,centre,no
195,195,0.7020870977628846,0.1653231430346359,0.7908546711500419,214.0641639792899,LUK,39.10277778,-84.42138889,US,OH,east,no
196,196,0.45799332211861643,0.1653231430346359,0.7908546711500419,214.0641639792899,MOB,30.68833333,-88.24083333,US,AL,centre,no
197,197,0.22420590463595447,0.1653231430346359,0.7908546711500419,214.0641639792899,ORH,42.26916667,-71.87444444,US,MA,east,no
198,198,0.5393229827190409,0.1653231430346359,0.7908546711500419,214.0641639792899,PGV,35.63333333,-77.38527778,US,NC,east,no
199,199,0.3280091006877654,0.1653231430346359,0.7908546711500419,214.0641639792899,PWM,43.64444444,-70.30361111,US,ME,east,no
200,200,0.9193459909934298,0.1653231430346359,0.7908546711500419,214.0641639792899,RME,43.23388889,-75.4075,US,NY,east,no
201,201,0.3965706836498021,0.1653231430346359,0.7908546711500419,214.0641639792899,ROC,43.12138889,-77.67083333,US,NY,east,no
202,202,0.07826782752410999,0.1653231430346359,0.7908546711500419,214.0641639792899,SAV,32.1275,-81.2025,US,GA,east,no
203,203,0.38110557072691154,0.1653231430346359,0.7908546711500419,214.0641639792899,SYR,43.11055556,-76.1025,US,NY,east,no
204,204,0.38727633296382025,0.1653231430346359,0.7908546711500419,214.0641639792899,TOL,41.59083333,-83.80083333,US,OH,east,no
205,205,0.5435874944060133,0.1653231430346359,0.7908546711500419,214.0641639792899,TRI,36.47611111,-82.40638889,US,TN,east,no
206,206,0.5004774150180141,0.1653231430346359,0.7908546711500419,214.0641639792899,VNY,34.20972222,-118.49,US,CA,west,no
207,207,0.16431324949524473,0.1653231430346359,0.7908546711500419,214.0641639792899,YIP,42.23777778,-83.53055556,US,MI,east,no
208,208,0.10880983217964138,0.1653231430346359,0.7908546711500419,214.0641639792899,YNG,41.25611111,-80.66972222,US,OH,east,no
209,209,0.7484161589432832,0.1653231430346359,0.7908546711500419,214.0641639792899,APC,38.21222222,-122.28,US,CA,west,no
210,210,0.878771997478729,0.1653231430346359,0.7908546711500419,214.0641639792899,ADW,38.81083333,-76.86722222,US,MD,east,no
211,211,0.9485130407712754,0.1653231430346359,0.7908546711500419,214.0641639792899,AVL,35.435,-82.54111111,US,NC,east,no
212,212,0.3770181829064131,0.1653231430346359,0.7908546711500419,214.0641639792899,BFI,47.52888889,-122.29944444,US,WA,west,no
213,213,0.8944852660555209,0.1653231430346359,0.7908546711500419,214.0641639792899,MCF,27.84888889,-82.52166667,US,FL,east,no
