,index,x0,w,sigma,c,t,iata,latitude,longitude,country,state,region,hub
111,111,-42.032638236040754,0.5752587947540021,0.2514865541008847,0.4841483834760242,70.68591703799864,LBB,33.66222222,-101.82277778,US,TX,centre,no
112,112,-39.13330782256346,0.4254957238330762,0.2514865541008847,0.4841483834760242,70.68591703799864,LGB,33.8175,-118.15111111,US,CA,west,no
113,113,-41.61309151002585,0.4662808896598754,0.2514865541008847,0.4841483834760242,70.68591703799864,MAF,31.94083333,-102.20138889,US,TX,centre,no
114,114,-48.71531953708946,0.2875952051420672,0.2514865541008847,0.4841483834760242,70.68591703799864,MFE,26.17694444,-98.23972222,US,TX,centre,no
115,115,-51.182206758933944,0.973674849009578,0.2514865541008847,0.4841483834760242,70.68591703799864,MHT,42.93833333,-71.43888889,US,NH,east,no
116,116,3.2963645434061215,0.19847976231595021,0.2514865541008847,0.4841483834760242,70.68591703799864,MOT,48.25944444,-101.28083333,US,ND,centre,no
117,117,-38.54316685437691,0.19039070068803757,0.2514865541008847,0.4841483834760242,70.68591703799864,MRY,36.58805556,-121.84805556,US,CA,west,no
118,118,8.036172775531028,2.6680743950112857,0.2514865541008847,0.4841483834760242,70.68591703799864,MSP,44.88611111,-93.21777778,US,MN,centre,yes
119,119,3.791355759258017,1.5690713185242857,0.2514865541008847,0.4841483834760242,70.68591703799864,MSY,29.99111111,-90.25138889,US,LA,centre,no
120,120,-41.21280419194397,1.001191494099272,0.2514865541008847,0.4841483834760242,70.68591703799864,OAK,37.72138889,-122.22083333,US,CA,west,no
121,121,-27.283040754181684,2.218456874550126,0.2514865541008847,0.4841483834760242,70.68591703799864,OKC,35.39222222,-97.60166667,US,OK,centre,no
122,122,59.25295232310586,1.6607042744814142,0.2514865541008847,0.4841483834760242,70.68591703799864,OMA,41.30194444,-95.89333333,US,NE,centre,no
123,123,-40.27651908691762,0.9426658893004826,0.2514865541008847,0.4841483834760242,70.68591703799864,ONT,34.05611111,-117.60111111,US,CA,west,no
124,124,48.65790680710943,1.164253739668637,0.2514865541008847,0.4841483834760242,70.68591703799864,ORF,36.89583333,-76.20138889,US,VA,east,no
125,125,16.12483963750546,0.7853697859074487,0.2514865541008847,0.4841483834760242,70.68591703799864,PBI,26.68222222,-80.09416667,US,FL,east,no
126,126,-40.12249166726228,1.1976901171224252,0.2514865541008847,0.4841483834760242,70.68591703799864,PDX,45.58916667,-122.595,US,OR,west,no
127,127,-39.885467672510146,1.5592057090988851,0.2514865541008847,0.4841483834760242,70.68591703799864,PHX,33.43611111,-112.00944444,US,AZ,west,no
128,128,-37.35589992819187,0.3153246858742745,0.2514865541008847,0.4841483834760242,70.68591703799864,PSC,46.26388889,-119.11472222,US,WA,west,no
129,129,-38.35957319424145,0.5350639992069126,0.2514865541008847,0.4841483834760242,70.68591703799864,PSP,33.82666667,-116.505,US,CA,west,no
130,130,48.07278299022593,1.0584240744877267,0.2514865541008847,0.4841483834760242,70.68591703799864,PVD,41.72833333,-71.42611111,US,RI,east,no
131,131,47.85990793100849,1.6763981615736319,0.2514865541008847,0.4841483834760242,70.68591703799864,RDU,35.87527778,-78.78194444,US,NC,east,no
132,132,-38.789838211892835,1.1344148884133596,0.2514865541008847,0.4841483834760242,70.68591703799864,RNO,39.49777778,-119.7675,US,NV,west,no
133,133,-41.13610787524172,1.0799218328079283,0.2514865541008847,0.4841483834760242,70.68591703799864,SAN,32.73277778,-117.18722222,US,CA,west,no
134,134,-42.557825993877486,1.5818816124709725,0.2514865541008847,0.4841483834760242,70.68591703799864,SAT,29.53333333,-98.46944444,US,TX,centre,no
135,135,-39.25726186470962,0.329395963433558,0.2514865541008847,0.4841483834760242,70.68591703799864,SBA,34.42777778,-119.83944444,US,CA,west,no
136,136,-40.5928372079231,0.08817286913622845,0.2514865541008847,0.4841483834760242,70.68591703799864,SBP,35.23666667,-120.63916667,US,CA,west,no
137,137,50.29260318782679,1.716862915917512,0.2514865541008847,0.4841483834760242,70.68591703799864,SDF,38.17972222,-85.73861111,US,KY,centre,no
